0,,,,,,,,,
389,0,,,,,,,,
480,1100,0,,,,,,,
766,489,134,0,,,,,,
508,702,688,590,0,,,,,
455,833,455,715,756,0,,,,
450,1100,640,1614,951,847,0,,,
300,270,450,380,370,357,300,0,,
829,4066,900,690,1368,,1007,1400,0,
291,794,1171,443,711,404,1713,918,2560,0
