0,,,,,,,,,
1351,0,,,,,,,,
1148,1072,0,,,,,,,
,365,770,0,,,,,,
2541,1778,1386,,0,,,,,
1015,625,691,1036,2249,0,,,,
753,552,697,974,2073,599,0,,,
1680,565,1078,,2940,240,469,0,,
1155,630,1120,840,2450,455,525,2002,0,
3150,175,980,1750,4060,420,595,665,1050,0
