0,,,,,,,,,
545,0,,,,,,,,
459,868,0,,,,,,,
769,344,292,0,,,,,,
532,742,590,634,0,,,,,
559,880,635,820,840,0,,,,
940,1367,921,1819,1104,967,0,,,
669,931,718,1109,1214,317,559,0,,
616,3456,608,690,760,,1049,855,0,
296,794,1171,489,728,537,1269,613,2650,0
